id,name,docks,in_service,latitude,longitude,coordinate
1674190149352696064,Ada St & 117th St,10,yes,41.681128,-87.655064,"41.681128,-87.655064"
1674190149352696066,Ada St & 95th St,10,yes,41.72158,-87.65612,"41.72158,-87.65612"
1674190153647663366,Al Raby School,10,yes,41.886167,-87.714711,"41.886167,-87.714711"
1674190153647663368,Albany Ave & 103rd St,10,yes,41.706747,-87.700047,"41.706747,-87.700047"
1674190157942630668,Albany Ave & 111th St - NW,10,yes,41.691669,-87.698507,"41.691669,-87.698507"
1674190157942630672,Albany Ave & 63rd St,10,yes,41.778906,-87.70084,"41.778906,-87.70084"
1674190157942630676,Archer Park,10,yes,41.803822,-87.73551,"41.803822,-87.73551"
1674190162237597974,Ashland Ave & 45th St,10,yes,41.811958,-87.664862,"41.811958,-87.664862"
1674190162237597976,Ashland Ave & 45th St - midblock south,10,yes,41.811169,-87.66474,"41.811169,-87.66474"
1674190162237597978,Ashland Ave & 46th St,10,yes,41.810537,-87.665404,"41.810537,-87.665404"
1674190166532565276,Ashland Ave & 71st St,10,yes,41.76577,-87.66433,"41.76577,-87.66433"
1674190166532565278,Ashland Ave & 73rd St,10,yes,41.760817,-87.663499,"41.760817,-87.663499"
1674190166532565282,Ashland Ave & 76th St,10,yes,41.75596,-87.66391,"41.75596,-87.66391"
1674190166532565286,Austin Ave & Roscoe St,10,yes,41.942196,-87.776472,"41.942196,-87.776472"
1674190170827532584,Austin Ave & Wellington Ave - midblock,10,yes,41.9352453,-87.776052,"41.9352453,-87.776052"
1674190170827532586,Austin Ave & Wrightwood Ave,10,yes,41.927666,-87.775682,"41.927666,-87.775682"
1674190170827532590,Austin Blvd & North Ave,10,yes,41.909281,-87.775613,"41.909281,-87.775613"
1674190175122499894,Austin Branch Chicago Public Library,10,yes,41.889161,-87.765738,"41.889161,-87.765738"
1674190175122499898,Avenue J & 102nd St,10,yes,41.709832,-87.534238,"41.709832,-87.534238"
1674190179417467196,Avenue J & 106th St,10,yes,41.70261,-87.533531,"41.70261,-87.533531"
1674190179417467200,Avenue J & 112th St,10,yes,41.691844,-87.534181,"41.691844,-87.534181"
1674190179417467202,Avenue M & 132nd St,10,yes,41.655692,-87.537595,"41.655692,-87.537595"
1674190183712434502,Avenue O & 118th St,10,yes,41.681136,-87.54029,"41.681136,-87.54029"
1674190183712434504,Avers Ave & Archer Ave,10,yes,41.804487,-87.719584,"41.804487,-87.719584"
1674190183712434506,Avers Ave & Irving Park Rd,10,yes,41.953789,-87.724161,"41.953789,-87.724161"
1674190183712434508,Avers Ave & Ogden Ave,10,yes,41.852642,-87.72103,"41.852642,-87.72103"
1674190188007401806,Avondale Ave & Addison St,10,yes,41.94655,-87.719827,"41.94655,-87.719827"
1674190192302369104,Back of the Yards Park,10,yes,41.804381,-87.657742,"41.804381,-87.657742"
1674190192302369106,Baltimore Ave & 132nd St,10,yes,41.655201,-87.546942,"41.655201,-87.546942"
1674190192302369108,Baltimore Ave & 133rd St,10,yes,41.653444,-87.547004,"41.653444,-87.547004"
1674190196597336406,Baltimore Ave & 134th St,10,yes,41.651419,-87.547321,"41.651419,-87.547321"
1674190196597336410,Bell Ave & 95th St,10,yes,41.721188,-87.678786,"41.721188,-87.678786"
1674190196597336414,Bennett Ave & 96th St,10,yes,41.720476,-87.577512,"41.720476,-87.577512"
1674190200892303712,Bishop St & 46th St,10,yes,41.80994,-87.661522,"41.80994,-87.661522"
1674190200892303714,Bradley Park,10,yes,41.718353,-87.564459,"41.718353,-87.564459"
1674190200892303716,Brandon Ave & 91st St,10,yes,41.730218,-87.546758,"41.730218,-87.546758"
1674190205187271014,Brighton Park Branch Chicago Library,10,yes,41.815242,-87.702651,"41.815242,-87.702651"
1674190205187271016,Buffalo Ave & 133rd St,10,yes,41.65428,-87.543539,"41.65428,-87.543539"
1674190205187271018,Buffalo Ave & 89th St,10,yes,41.73341,-87.54454,"41.73341,-87.54454"
1674190209482238318,Burnside Academy,10,yes,41.728525,-87.608231,"41.728525,-87.608231"
1674190209482238320,California Ave & Cortez St,10,yes,41.900105,-87.696817,"41.900105,-87.696817"
1674190209482238322,California Ave & Devon Ave - NE,10,yes,41.99826,-87.699481,"41.99826,-87.699481"
1674190213777205620,California Ave & Devon Ave - NW,10,yes,41.998481,-87.69985,"41.998481,-87.69985"
1674190213777205624,California Ave & Ogden Ave,10,yes,41.8608706,-87.695681,"41.8608706,-87.695681"
1674190213777205626,California Ave & Pershing Rd,10,yes,41.822632,-87.695024,"41.822632,-87.695024"
1674190218072172924,Calumet Ave & 103rd St,10,yes,41.707061,-87.615309,"41.707061,-87.615309"
1674190218072172926,Calumet Ave & 133rd St,10,yes,41.653975,-87.614225,"41.653975,-87.614225"
1674190218072172928,Calumet Ave & 51st St,10,yes,41.802221,-87.618457,"41.802221,-87.618457"
1674190222367140226,Calumet Ave & 71st St,10,yes,41.765537,-87.617305,"41.765537,-87.617305"
1674190222367140228,Canty Elementary School,10,yes,41.947562,-87.829311,"41.947562,-87.829311"
1674190222367140232,Central Ave & Adams St,10,yes,41.878264,-87.764886,"41.878264,-87.764886"
1674190222367140236,Central Ave & Congress Pkwy,10,yes,41.87369,-87.764746,"41.87369,-87.764746"
1674190226662107534,Central Ave & Corcoran Pl,10,yes,41.887342,-87.765041,"41.887342,-87.765041"
1674190226662107536,Central Ave & George St,10,yes,41.9326579,-87.7662058,"41.9326579,-87.7662058"
1674190226662107538,Central Ave & North Ave,10,yes,41.909414,-87.765817,"41.909414,-87.765817"
1674190230957074838,Central Park Ave & Fillmore St,10,yes,41.8680617,-87.7153897,"41.8680617,-87.7153897"
1674190230957074840,Central Park Ave & Ogden Ave,10,yes,41.8543385,-87.7151584,"41.8543385,-87.7151584"
1674190230957074842,Champlain Ave & 134th St,10,yes,41.657379,-87.606444,"41.657379,-87.606444"
1674190235252042142,Chappel Ave & 71st St,10,yes,41.766366,-87.575287,"41.766366,-87.575287"
1674190235252042148,Chase Ave & Touhy Ave - NE,10,yes,42.014539,-87.6901359,"42.014539,-87.6901359"
1674190235252042152,Chase Ave & Touhy Ave - NW,10,yes,42.014271,-87.690408,"42.014271,-87.690408"
1674190239547009450,Chopin Park,10,yes,41.942675,-87.761899,"41.942675,-87.761899"
1674190239547009454,Christiana Ave & 55th St,10,yes,41.793307,-87.707702,"41.793307,-87.707702"
1674190239547009456,Christiana Ave & Archer Ave,10,yes,41.81175,-87.707577,"41.81175,-87.707577"
1674190239547009458,Christiana Ave & Belmont Ave,10,yes,41.93917,-87.71169,"41.93917,-87.71169"
1674190243841976756,Cicero Ave & Altgeld St,10,yes,41.925734,-87.746414,"41.925734,-87.746414"
1674190243841976758,Cicero Ave & Cortland St - midblock,10,yes,41.91582,-87.746074,"41.91582,-87.746074"
1674190248136944056,Cicero Ave & Le Moyne St - midblock,10,yes,41.906919,-87.74623,"41.906919,-87.74623"
1674190252431911356,Cicero Ave & North Ave,10,yes,41.909329,-87.745838,"41.909329,-87.745838"
1674190256726878654,Cicero Ave & Roscoe St,10,yes,41.9424235,-87.74713,"41.9424235,-87.74713"
1674190256726878658,Cicero Ave & Wellington Ave,10,yes,41.935779,-87.746581,"41.935779,-87.746581"
1674190256726878660,Cicero Ave & Wrightwood Ave,10,yes,41.927944,-87.7466394,"41.927944,-87.7466394"
1674190261021845958,Claremont Ave & 71st St,10,yes,41.764585,-87.682253,"41.764585,-87.682253"
1674190261021845960,Commercial Ave & 89th St,10,yes,41.733543,-87.551152,"41.733543,-87.551152"
1674190261021845962,Corliss Ave & 103rd St,10,yes,41.707622,-87.60355,"41.707622,-87.60355"
1674190265316813260,Cottage Grove & 84th St,10,yes,41.741957,-87.604839,"41.741957,-87.604839"
1674190265316813262,Cottage Grove & 85th St,10,yes,41.740086,-87.604743,"41.740086,-87.604743"
1674190265316813264,Cottage Grove & 86th St,10,yes,41.738409,-87.604822,"41.738409,-87.604822"
1674190269611780562,Cottage Grove Ave & 111th St,10,yes,41.692645,-87.609758,"41.692645,-87.609758"
1674190269611780566,Cottage Grove Ave & 75th St,10,yes,41.758739,-87.605769,"41.758739,-87.605769"
1674190269611780570,Cottage Grove Ave & 87th St,10,yes,41.736448,-87.60616,"41.736448,-87.60616"
1674190273906747868,Cottage Grove Ave & 91st St,10,yes,41.72951,-87.603739,"41.72951,-87.603739"
1674190273906747872,Cottage Grove Ave & 92nd St,10,yes,41.727319,-87.604787,"41.727319,-87.604787"
1674190273906747874,Cottage Grove Ave & 98th St,10,yes,41.716172,-87.60435,"41.716172,-87.60435"
1674190278201715172,Damen Ave & 47th St,10,yes,41.808884,-87.67513,"41.808884,-87.67513"
1674190278201715174,Damen Ave & 80th St,10,yes,41.748301,-87.673213,"41.748301,-87.673213"
1674190278201715178,Damen Ave & 84th St,10,yes,41.740435,-87.673246,"41.740435,-87.673246"
1674190282496682476,East End Ave & 75th St,10,yes,41.75893,-87.582861,"41.75893,-87.582861"
1674190282496682478,Eberhart Ave & 131st St,10,yes,41.65759,-87.610713,"41.65759,-87.610713"
1674190282496682480,Eggleston Ave & 114th St,10,yes,41.686642,-87.633547,"41.686642,-87.633547"
1674190286791649780,Eggleston Ave & 115th St,10,yes,41.68497,-87.633848,"41.68497,-87.633848"
1674190286791649782,Eggleston Ave & 92nd St,10,yes,41.726182,-87.63466,"41.726182,-87.63466"
1674190286791649784,Eli Whitney Public School,10,yes,41.840249,-87.725472,"41.840249,-87.725472"
1674190291086617084,Ellis Ave & Doty Ave,10,yes,41.659119,-87.597052,"41.659119,-87.597052"
1674190291086617088,Emerald Ave & 45th St,10,yes,41.812381,-87.644633,"41.812381,-87.644633"
1674190291086617090,Emil G Hirch Metropolitan High School,10,yes,41.754442,-87.601745,"41.754442,-87.601745"
1674190295381584388,Evans Ave & 63rd St,10,yes,41.780506,-87.607519,"41.780506,-87.607519"
1674190295381584392,Ewing Ave & 101st St,10,yes,41.7117328,-87.5350591,"41.7117328,-87.5350591"
1674190295381584396,Ewing Ave & 105th St,10,yes,41.704373,-87.53544,"41.704373,-87.53544"
1674190299676551694,Ewing Ave & 106th St,10,yes,41.70287,-87.535861,"41.70287,-87.535861"
1674190299676551698,Ewing Ave & 112th St,10,yes,41.691979,-87.534912,"41.691979,-87.534912"
1674190299676551700,Ewing Ave & 96th St,10,yes,41.7215552,-87.5356904,"41.7215552,-87.5356904"
1674190303971518998,Ewing Ave & 99th St,10,yes,41.7159614,-87.5351111,"41.7159614,-87.5351111"
1674190303971519000,Ewing Ave & Indianapolis Ave,10,yes,41.712353,-87.53545,"41.712353,-87.53545"
1674190303971519002,Exchange Ave & 131st St,10,yes,41.65717,-87.552594,"41.65717,-87.552594"
1674190308266486300,Forrestville Ave & 47th St,10,yes,41.809319,-87.612921,"41.809319,-87.612921"
1674190308266486306,Franklin Park,10,yes,41.861493,-87.733404,"41.861493,-87.733404"
1674190308266486308,Greenwood Ave & Lake Park Ave,10,yes,41.817372,-87.599576,"41.817372,-87.599576"
1674190312561453608,Halsted St & 102nd St,10,yes,41.70794,-87.643177,"41.70794,-87.643177"
1674190312561453612,Halsted St & 63rd St,10,yes,41.779945,-87.641378,"41.779945,-87.641378"
1674190312561453616,Halsted St & 64th St,10,yes,41.777436,-87.644535,"41.777436,-87.644535"
1674190316856420914,Halsted St & 76th St,10,yes,41.756003,-87.64409,"41.756003,-87.64409"
1674190316856420916,Halsted St & 77th St,10,yes,41.753637,-87.643918,"41.753637,-87.643918"
1674190316856420920,Halsted St & 94th St,10,yes,41.723442,-87.643612,"41.723442,-87.643612"
1674190321151388220,Halsted St & 95th St - SE,10,yes,41.721004,-87.643031,"41.721004,-87.643031"
1674190321151388222,Halsted St & 95th St - SW,10,yes,41.720964,-87.643447,"41.720964,-87.643447"
1674190321151388226,Hamilton Ave & 95th St,10,yes,41.720832,-87.676382,"41.720832,-87.676382"
1674190325446355526,Hamilton Park,10,yes,41.76335,-87.637499,"41.76335,-87.637499"
1674190325446355528,Hamlin Ave & Chicago Ave,10,yes,41.895201,-87.721541,"41.895201,-87.721541"
1674190325446355532,Hamlin Ave & Fullerton Ave,10,yes,41.924319,-87.721446,"41.924319,-87.721446"
1674190329741322832,Hamlin Ave & Grand Ave,10,yes,41.903738,-87.720287,"41.903738,-87.720287"
1674190329741322834,Hamlin Ave & Montrose Ave,10,yes,41.961216,-87.722416,"41.961216,-87.722416"
1674190329741322836,Harding Ave & 47th St,10,yes,41.807749,-87.722579,"41.807749,-87.722579"
1674190334036290134,Harold Washington Park,10,yes,41.801089,-87.584791,"41.801089,-87.584791"
1674190334036290136,Harper Ave & 63rd St,10,yes,41.780728,-87.587566,"41.780728,-87.587566"
1674190334036290138,Harriet E Sayre Public School,10,yes,41.913547,-87.79876,"41.913547,-87.79876"
1674190334036290140,Harvard Ave & 103rd St,10,yes,41.706863,-87.631674,"41.706863,-87.631674"
1674190338331257438,Harvey Ave & North Ave,10,yes,41.909264,-87.782265,"41.909264,-87.782265"
1674190338331257440,Hermitage & 83rd St,10,yes,41.743027,-87.666272,"41.743027,-87.666272"
1674190338331257442,Hiawatha Park,10,yes,41.944068,-87.827302,"41.944068,-87.827302"
1674190342626224740,Homan Ave & 111th St,10,yes,41.691578,-87.705842,"41.691578,-87.705842"
1674190342626224744,Honore St & 87th St,10,yes,41.736093,-87.669404,"41.736093,-87.669404"
1674190346921192042,Honore St & 87th St - SE,10,yes,41.735485,-87.668889,"41.735485,-87.668889"
1674190346921192044,Houston Ave & 131st St,10,yes,41.656961,-87.548521,"41.656961,-87.548521"
1674190346921192048,Houston Ave & 91st St,10,yes,41.729964,-87.549645,"41.729964,-87.549645"
1674190346921192050,Hyde Park Blvd & 53rd St,10,yes,41.799468,-87.584206,"41.799468,-87.584206"
1674190351216159352,Hyde Park Blvd & 55th St,10,yes,41.795,-87.584113,"41.795,-87.584113"
1674190351216159354,Indiana Ave & 111th St,10,yes,41.692535,-87.617711,"41.692535,-87.617711"
1674190355511126652,James Madison School,10,yes,41.759876,-87.590638,"41.759876,-87.590638"
1674190355511126654,Jeffery Blvd & 67th St,10,yes,41.773259,-87.576664,"41.773259,-87.576664"
1674190355511126658,Jeffery Blvd & 83rd St,10,yes,41.744345,-87.575043,"41.744345,-87.575043"
1674190359806093956,Jeffrey Blvd & 71st St,10,yes,41.766333,-87.576154,"41.766333,-87.576154"
1674190359806093958,Jonathan Y Scammon Public School,10,yes,41.941612,-87.732372,"41.941612,-87.732372"
1674190359806093962,Justine St & 87th St,10,yes,41.736019,-87.66243,"41.736019,-87.66243"
1674190364101061260,Karlov Ave & 26th St,10,yes,41.844287,-87.727078,"41.844287,-87.727078"
1674190364101061262,Karlov Ave & Kamerling Ave,10,yes,41.905621,-87.728636,"41.905621,-87.728636"
1674190364101061264,Kedvale Ave & 63rd St,10,yes,41.778768,-87.725957,"41.778768,-87.725957"
1674190368396028562,Kedvale Ave & Avondale Ave,10,yes,41.952874,-87.731229,"41.952874,-87.731229"
1674190368396028568,Kedzie & 103rd St - East,10,yes,41.705444,-87.701232,"41.705444,-87.701232"
1674190368396028570,Kedzie & 103rd St - West,10,yes,41.705247,-87.701424,"41.705247,-87.701424"
1674190372690995868,Kedzie Ave & 54th St - SE,10,yes,41.794326,-87.703471,"41.794326,-87.703471"
1674190372690995870,Kedzie Ave & 54th St - SW,10,yes,41.795222,-87.703719,"41.795222,-87.703719"
1674190372690995872,Kedzie Ave & 58th St,10,yes,41.788263,-87.703576,"41.788263,-87.703576"
1674190376985963172,Kedzie Ave & 61st Pl,10,yes,41.782281,-87.703047,"41.782281,-87.703047"
1674190376985963174,Kedzie Ave & 63rd St,10,yes,41.778865,-87.703029,"41.778865,-87.703029"
1674190376985963176,Kedzie Ave & 64th St - SE,10,yes,41.776985,-87.702916,"41.776985,-87.702916"
1674190381280930476,Kedzie Ave & 64th St - SW,10,yes,41.777031,-87.703223,"41.777031,-87.703223"
1674190381280930478,Kedzie Ave & Archer Ave,10,yes,41.81359,-87.70478,"41.81359,-87.70478"
1674190381280930480,Kedzie Ave & Argyle St,10,yes,41.972097,-87.708572,"41.972097,-87.708572"
1674190385575897778,Kedzie Ave & Arthington St,10,yes,41.8700949,-87.7062429,"41.8700949,-87.7062429"
1674190398460799668,Kedzie Ave & Pershing Rd,10,yes,41.822897,-87.704154,"41.822897,-87.704154"
1674190402755766966,Keef Ave & South Chicago Ave,10,yes,41.7707,-87.611706,"41.7707,-87.611706"
1674190402755766968,Keeler Ave & 26th St,10,yes,41.844058,-87.729873,"41.844058,-87.729873"
1674190402755766970,Keeler Ave & 55th St,10,yes,41.79304,-87.728214,"41.79304,-87.728214"
1674190407050734268,Keeler Ave & Madison St,10,yes,41.880531,-87.731063,"41.880531,-87.731063"
1674190407050734270,Kenneth Ave & 63rd St,10,yes,41.778404,-87.733951,"41.778404,-87.733951"
1674190407050734272,Kenton Ave & Palmer St,10,yes,41.9206781,-87.7419523,"41.9206781,-87.7419523"
1674190407050734276,Keystone Ave & Irving Park Rd,10,yes,41.953449,-87.729635,"41.953449,-87.729635"
1674190411345701574,Keystone Ave & North Ave,10,yes,41.909623,-87.727951,"41.909623,-87.727951"
1674190411345701580,Kildare Ave & 63rd St,10,yes,41.778442,-87.73047,"41.778442,-87.73047"
1674190411345701582,Kildare Ave & Washignton Blvd,10,yes,41.881838,-87.733661,"41.881838,-87.733661"
1674190415640668880,Kimball Ave & Carmen Ave,10,yes,41.973896,-87.713297,"41.973896,-87.713297"
1674190415640668882,Kimbark Ave & 63rd St,10,yes,41.780667,-87.594212,"41.780667,-87.594212"
1674190415640668886,Kimbark Ave & 67th St,10,yes,41.774045,-87.594322,"41.774045,-87.594322"
1674190419935636184,King Dr & 83rd St,10,yes,41.743616,-87.61457,"41.743616,-87.61457"
1674190419935636188,Kolin Ave & Archer Ave,10,yes,41.800514,-87.731802,"41.800514,-87.731802"
1674190419935636190,Komensky Ave & 59th St,10,yes,41.786049,-87.723645,"41.786049,-87.723645"
1674190424230603488,Kostner Ave & Lake St,10,yes,41.885708,-87.735424,"41.885708,-87.735424"
1674190424230603490,Kostner Ave & North Ave,10,yes,41.908816,-87.736463,"41.908816,-87.736463"
1674190424230603494,Lafayette Ave & 119th St,10,yes,41.677853,-87.623447,"41.677853,-87.623447"
1674190424230603496,Lafayette Ave & 87th St - NW,10,yes,41.736354,-87.626741,"41.736354,-87.626741"
1674190428525570794,Lafayette Ave & 87th St - SW,10,yes,41.736223,-87.626737,"41.736223,-87.626737"
1674190428525570798,Lafayette Ave & 95th St,10,yes,41.721787,-87.624939,"41.721787,-87.624939"
1674190428525570800,Lake Park Ave & 44th St,10,yes,41.814697,-87.598006,"41.814697,-87.598006"
1674190432820538100,Lake Park Ave & 47th St,10,yes,41.809797,-87.591824,"41.809797,-87.591824"
1674190432820538104,Lamon Ave & Archer Ave,10,yes,41.79823,-87.744952,"41.79823,-87.744952"
1674190432820538108,Langley Ave & 105th Pl,10,yes,41.702472,-87.606477,"41.702472,-87.606477"
1674190437115505406,Langley Ave & 79th St,10,yes,41.751103,-87.607432,"41.751103,-87.607432"
1674190437115505410,Laramie Ave & Belmont Ave,10,yes,41.9386855,-87.75563,"41.9386855,-87.75563"
1674190437115505412,Laramie Ave & Fullerton Ave,10,yes,41.9240754,-87.7568589,"41.9240754,-87.7568589"
1674190441410472710,Laramie Ave & Grand Ave,10,yes,41.917002,-87.755972,"41.917002,-87.755972"
1674190441410472712,Laramie Ave & Warwick Ave,10,yes,41.948812,-87.75713,"41.948812,-87.75713"
1674190441410472714,Latrobe Ave & Lake St,10,yes,41.887083,-87.756181,"41.887083,-87.756181"
1674190445705440012,Lawndale Ave & Diversey Ave,10,yes,41.931702,-87.719254,"41.931702,-87.719254"
1674190445705440014,Lawndale Ave & Polk St,10,yes,41.8707651,-87.7183735,"41.8707651,-87.7183735"
1674190450000407312,Lawrence Ave & 103rd St,10,yes,41.707665,-87.608695,"41.707665,-87.608695"
1674190450000407314,Legler Regional Library,10,yes,41.879312,-87.725428,"41.879312,-87.725428"
1674190450000407316,Linder Ave & 51st St,10,yes,41.799463,-87.759848,"41.799463,-87.759848"
1674190450000407318,Linder Ave & Archer Ave,10,yes,41.796005,-87.759575,"41.796005,-87.759575"
1674190454295374616,Linder Ave & Belmont Ave,10,yes,41.938743,-87.763298,"41.938743,-87.763298"
1674190454295374620,Longwood Dr & 95th St,10,yes,41.720921,-87.669585,"41.720921,-87.669585"
1674190454295374622,Loomis Blvd & 83rd St,10,yes,41.743271,-87.658769,"41.743271,-87.658769"
1674190458590341922,Loomis St & 87th St,10,yes,41.735465,-87.657585,"41.735465,-87.657585"
1674190458590341924,Lorel Ave & Chicago Ave,10,yes,41.89503,-87.759917,"41.89503,-87.759917"
1674190458590341928,Lotus Ave & Harrison St,10,yes,41.87298,-87.763267,"41.87298,-87.763267"
1674190462885309226,Lowe Ave & 94th St,10,yes,41.724234,-87.639453,"41.724234,-87.639453"
1674190462885309228,Lowe Ave & 98th St,10,yes,41.715887,-87.639228,"41.715887,-87.639228"
1674190462885309230,Lowe Park,10,yes,41.799605,-87.641464,"41.799605,-87.641464"
1674190467180276528,Lowell Ave & Elston Ave,10,yes,41.96614,-87.737,"41.96614,-87.737"
1674190467180276530,Mackinaw Ave & 106th St,10,yes,41.702557,-87.542728,"41.702557,-87.542728"
1674190467180276532,Mackinaw Ave & 108th St,10,yes,41.699008,-87.542833,"41.699008,-87.542833"
1674190467180276534,Mackinaw Ave & 85th St,10,yes,41.741897,-87.543162,"41.741897,-87.543162"
1674190471475243832,Marquette Ave & 79th St,10,yes,41.75163,-87.558707,"41.75163,-87.558707"
1674190471475243834,Marshfield Ave & 45th St,10,yes,41.812343,-87.666239,"41.812343,-87.666239"
1674190475770211132,Marshfield Ave & 87th St,10,yes,41.735527,-87.663867,"41.735527,-87.663867"
1674190475770211134,Martin Luther King Dr & 69th St,10,yes,41.769234,-87.615206,"41.769234,-87.615206"
1674190475770211136,Mason Ave & Roosevelt Rd,10,yes,41.865608,-87.772389,"41.865608,-87.772389"
1674190475770211138,May St & 63rd St,10,yes,41.77977,-87.652943,"41.77977,-87.652943"
1674190480065178436,May St & 78th St,10,yes,41.752451,-87.652969,"41.752451,-87.652969"
1674190480065178438,McCormick Blvd & Devon Ave,10,yes,41.996194,-87.712,"41.996194,-87.712"
1674190480065178440,McVicker Ave & Grand Ave,10,yes,41.921251,-87.776662,"41.921251,-87.776662"
1674190484360145738,Melvina Ave & Belmont Ave,10,yes,41.9384207,-87.7813896,"41.9384207,-87.7813896"
1674190484360145744,Menard Ave & Adams Blvd,10,yes,41.877684,-87.769356,"41.877684,-87.769356"
1674190484360145746,Menard Ave & Agusta Blvd,10,yes,41.898333,-87.770501,"41.898333,-87.770501"
1674190488655113044,Menard Ave & Belmont Ave,10,yes,41.9384526,-87.7711009,"41.9384526,-87.7711009"
1674190488655113046,Menard Ave & Dakin St - midblock,10,yes,41.951732,-87.772005,"41.951732,-87.772005"
1674190488655113048,Menard Ave & Grand Ave,10,yes,41.9197904,-87.7709818,"41.9197904,-87.7709818"
1674190492950080346,Menard Ave & Madison St,10,yes,41.880021,-87.770325,"41.880021,-87.770325"
1674190492950080348,Michele Clark Magnet High School,10,yes,41.872849,-87.753432,"41.872849,-87.753432"
1674190492950080350,Michigan Ave & 102nd St,10,yes,41.7083,-87.61984,"41.7083,-87.61984"
1674190497245047650,Michigan Ave & 110th St,10,yes,41.694364,-87.620715,"41.694364,-87.620715"
1674190497245047652,Michigan Ave & 113th St,10,yes,41.688872,-87.620879,"41.688872,-87.620879"
1674190497245047656,Michigan Ave & 96th St,10,yes,41.718957,-87.62067,"41.718957,-87.62067"
1674190501540014954,Midway Orange Line,10,yes,41.785894,-87.738031,"41.785894,-87.738031"
1674190501540014956,Milwaukee Ave & Addison St,10,yes,41.94651,-87.735721,"41.94651,-87.735721"
1674190501540014960,Milwaukee Ave & Diversey Ave,10,yes,41.93123,-87.711501,"41.93123,-87.711501"
1674190505834982258,Milwaukee Ave & Haussen Ct,10,yes,41.937752,-87.721623,"41.937752,-87.721623"
1674190505834982260,Milwaukee Ave & School St,10,yes,41.940648,-87.726087,"41.940648,-87.726087"
1674190505834982262,Monticello Ave & Belmont Ave,10,yes,41.939472,-87.718423,"41.939472,-87.718423"
1674190510129949562,Morgan St & 103rd St,10,yes,41.706657,-87.647476,"41.706657,-87.647476"
1674190510129949566,Morgan St & 87th St,10,yes,41.73577,-87.648133,"41.73577,-87.648133"
1674190510129949568,Morgan St & 95th St,10,yes,41.721215,-87.647435,"41.721215,-87.647435"
1674190510129949570,Mozart Elementary School,10,yes,41.921325,-87.722375,"41.921325,-87.722375"
1674190514424916870,Mt Greenwood Library - North,10,yes,41.693027,-87.701054,"41.693027,-87.701054"
1674190514424916872,Mt Greenwood Library - South,10,yes,41.692883,-87.701048,"41.692883,-87.701048"
1674190514424916874,Muskegon Ave & 89th St,10,yes,41.733044,-87.555652,"41.733044,-87.555652"
1674190523014851470,N Narragansett Ave & Grand Ave,10,yes,41.9225804,-87.7849799,"41.9225804,-87.7849799"
1674190523014851472,N Sayre Ave & W Belden Ave,10,yes,41.921425,-87.800825,"41.921425,-87.800825"
1674190527309818770,Nagle Ave & Belmont Ave,10,yes,41.938201,-87.787415,"41.938201,-87.787415"
1674190527309818772,Narragansett Ave & Fullerton Ave,10,yes,41.92378,-87.7843998,"41.92378,-87.7843998"
1674190527309818774,Neva Ave & Grand Ave,10,yes,41.923604,-87.804659,"41.923604,-87.804659"
1674190527309818776,New England Ave & Grace St,10,yes,41.949269,-87.798395,"41.949269,-87.798395"
1674190531604786074,Newcastle Ave & Belden Ave,10,yes,41.921017,-87.797388,"41.921017,-87.797388"
1674190531604786076,Newcastle Ave & Belmont Ave,10,yes,41.938022,-87.7961,"41.938022,-87.7961"
1674190531604786080,Newcastle Ave & Wellington Ave,10,yes,41.934997,-87.795777,"41.934997,-87.795777"
1674190535899753380,Newland Ave & Diversey Ave,10,yes,41.93098,-87.79944,"41.93098,-87.79944"
1674190535899753382,Nordica Ave & Addison St,10,yes,41.945428,-87.803458,"41.945428,-87.803458"
1674190535899753386,Normal Ave & 72nd St,10,yes,41.763584,-87.637213,"41.763584,-87.637213"
1674190540194720684,Oakley & 79th Pl,10,yes,41.749095,-87.679637,"41.749095,-87.679637"
1674190540194720686,Oglesby Ave & 105th St,10,yes,41.704672,-87.565519,"41.704672,-87.565519"
1674190540194720688,Oglesby Ave & 95th St,10,yes,41.722484,-87.565738,"41.722484,-87.565738"
1674190544489687988,Oketo Ave & Belmont Ave,10,yes,41.938117,-87.811862,"41.938117,-87.811862"
1674190544489687990,Oleander Ave & Addison St,10,yes,41.944983,-87.815865,"41.944983,-87.815865"
1674190544489687992,Orville T Bright School,10,yes,41.700168,-87.562148,"41.700168,-87.562148"
1674190544489687994,Ozark Ave & Addison St,10,yes,41.945075,-87.820037,"41.945075,-87.820037"
1674190548784655292,Panama Ave & Forest Preserve Ave,10,yes,41.943162,-87.82909,"41.943162,-87.82909"
1674190548784655294,Park Manor Elementary School,10,yes,41.766863,-87.611467,"41.766863,-87.611467"
1674190553079622596,Parnell Ave & 103rd St,10,yes,41.706868,-87.637208,"41.706868,-87.637208"
1674190553079622598,Parnell Ave & 119th St,10,yes,41.67711,-87.635677,"41.67711,-87.635677"
1674190553079622600,Parnell Ave & 98th St,10,yes,41.715983,-87.637067,"41.715983,-87.637067"
1674190557374589898,Paul Revere Elementary School,10,yes,41.764225,-87.600166,"41.764225,-87.600166"
1674190557374589902,Penn Elementary School / KIPP Ascend Middle School,10,yes,41.8586742,-87.7223835,"41.8586742,-87.7223835"
1674190557374589904,Peoria St & 60th St,10,yes,41.784872,-87.647482,"41.784872,-87.647482"
